"Estacion","Fecha inicial","Fecha final","TMPR AIR 10CM"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-21","","17.84992361"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-20","","18.35995139"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-19","","18.60249305"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-18","","18.45386111"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-17","","20.10542361"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-16","","18.32965278"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-15","","18.74460417"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-14","","20.27473611"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-13","","19.47351389"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-12","","20.37954861"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-11","","19.76886806"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-10","","19.45169209"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-09","","19.4191875"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-08","","20.35421528"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-07","","20.47388889"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-06","","20.77668056"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-05","","21.10980556"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-04","","20.68315972"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-03","","20.38920139"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-02","","19.89918056"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-01","","19.15418055"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-31","","20.78699275"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-30","","20.07546528"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-29","","19.72163194"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-28","","19.75306945"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-27","","18.18736111"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-26","","17.80659028"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-25","","20.08821528"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-24","","20.90303472"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-23","","20.13064583"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-22","","19.19485417"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-21","","19.76026389"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-20","","20.19761806"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-19","","19.37234028"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-18","","19.70989583"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-17","","18.86145139"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-16","","20.35420833"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-15","","20.31763195"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-14","","19.57038194"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-13","","20.16616667"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-12","","19.75760417"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-11","","19.72038195"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-10","","19.51204861"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-09","","19.22236806"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-08","","18.71189583"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-07","","17.51721528"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-06","","17.61922917"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-05","","18.85316667"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-04","","18.17654861"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-03","","17.81918056"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-02","","17.88809028"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-01","","19.96694444"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-30","","20.26854348"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-29","","20.60995833"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-28","","19.56676389"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-27","","19.28721528"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-26","","17.42797222"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-25","","17.02048611"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-24","","18.40122222"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-23","","19.178625"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-22","","19.65717361"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-21","","20.16722222"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-20","","19.84720833"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-19","","19.60920833"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-18","","19.35754167"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-17","","18.84061806"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-16","","19.48889583"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-15","","20.11795139"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-14","","19.70920833"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-13","","20.39422222"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-12","","19.34365278"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-11","","18.77125694"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-10","","19.15105556"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-09","","18.64484722"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-08","","17.6640625"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-07","","19.83567361"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-06","","18.54721528"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-05","","19.06205556"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-04","","18.86347917"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-03","","18.28286806"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-02","","18.46560417"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-01","","17.47678472"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-31","","17.72923188"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-30","","17.933875"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-29","","17.56058333"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-28","","18.04925"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-27","","18.09863195"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-26","","16.44107967"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-25","","17.9883597"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-24","","17.92002272"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-23","","17.58332992"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-22","","18.45708698"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-21","","17.23969645"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-20","","18.23292714"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-19","","20.63264454"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-18","","20.19324306"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-17","","18.51349305"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-16","","18.24593056"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-15","","18.76113195"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-14","","19.93644445"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-13","","19.37120139"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-12","","19.5265625"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-11","","19.16913194"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-10","","18.72979167"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-09","","19.51120139"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-08","","20.31933333"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-07","","20.30275"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-06","","20.11618056"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-05","","20.66029167"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-04","","20.18163889"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-03","","20.28893056"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-02","","20.02486111"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-01","","19.58188889"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-30","","17.62326087"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-29","","17.99136806"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-28","","18.59144445"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-27","","18.25136806"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-26","","17.26110512"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-25","","17.82459722"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-24","","18.55055556"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-23","","17.81473611"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-22","","17.59478472"
