"Estacion","Fecha inicial","Fecha final","P"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-22","","603.24564473"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-21","","603.65272151"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-20","","603.57761836"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-19","","603.81346899"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-18","","603.7041031"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-17","","604.16346795"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-16","","603.94186567"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-15","","603.80062203"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-14","","603.81960594"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-13","","603.94801305"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-12","","604.00239643"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-11","","604.4245801"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-10","","604.59606568"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-09","","603.68614029"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-08","","603.51998417"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-07","","602.61419"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-06","","602.95981808"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-05","","604.34307536"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-04","","604.48332916"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-03","","604.41617696"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-02","","604.39105087"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-01","","604.19479349"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-31","","603.71774465"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-30","","604.16178002"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-29","","605.25186505"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-28","","604.5241675"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-27","","604.0012972"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-26","","603.88362195"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-25","","604.52262545"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-24","","604.61333563"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-23","","603.7499761"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-22","","603.35074915"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-21","","602.95541072"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-20","","603.04863716"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-19","","603.2447591"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-18","","603.87108755"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-17","","603.94459553"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-16","","604.14244186"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-15","","603.8339689"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-14","","603.911332"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-13","","603.83734476"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-12","","603.89408289"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-11","","604.11258022"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-10","","604.67220334"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-09","","604.32549804"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-08","","605.59630011"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-07","","605.28524318"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-06","","604.23071393"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-05","","604.32361215"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-04","","603.2748656"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-03","","604.41368675"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-02","","605.58127553"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-01","","605.57797262"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-31","","604.77478609"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-30","","604.45633804"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-29","","604.7328082"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-28","","604.80337793"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-27","","604.57767567"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-26","","604.63484621"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-25","","604.334344"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-24","","603.91770859"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-23","","604.12681295"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-22","","604.17577832"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-21","","603.95743728"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-20","","604.21423064"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-19","","605.08925669"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-18","","605.0996395"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-17","","604.49853089"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-16","","603.52977307"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-15","","603.48143286"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-14","","603.27804868"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-13","","602.94790885"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-12","","603.90256939"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-11","","604.01342003"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-10","","604.13020443"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-09","","604.56962158"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-08","","604.62522923"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-07","","604.60751646"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-06","","604.56184881"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-05","","604.98850755"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-04","","605.52963241"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-03","","605.08265609"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-02","","604.60901163"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-01","","603.98937756"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-30","","603.87907302"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-29","","603.40878448"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-28","","604.10564099"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-27","","604.44456426"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-26","","605.0456312"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-25","","604.64873511"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-24","","604.39250958"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-23","","604.47760898"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-22","","603.87870405"
