"Estacion","Fecha inicial","Fecha final","TMPR AIR 10CM"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-03","","22.56397222"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-02","","22.85563195"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-11-01","","21.04318056"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-31","","22.26432609"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-30","","22.14047222"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-29","","23.89245833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-28","","24.1754375"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-27","","23.83875694"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-26","","24.31311111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-25","","24.95214722"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-24","","22.55103472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-23","","22.88890278"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-22","","20.76776389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-21","","20.62831944"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-20","","21.31456944"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-19","","22.07300694"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-18","","24.4939375"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-17","","23.4006758"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-16","","22.191875"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-15","","23.07317361"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-14","","23.19822222"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-13","","23.79427083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-12","","24.55586111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-11","","23.46053472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-10","","19.87688195"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-09","","21.50693056"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-08","","19.85822222"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-07","","21.30290278"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-06","","22.14145833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-05","","21.46882639"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-04","","22.84025694"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-03","","23.99151389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-02","","21.85726389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-10-01","","21.53088889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-30","","20.56480435"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-29","","19.96818056"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-28","","20.65900694"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-27","","20.67602778"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-26","","20.93720833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-25","","24.11013095"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-02","","19.02966667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-09-01","","20.89675"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-31","","23.97063768"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-30","","24.19095833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-29","","21.8824375"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-28","","24.94690972"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-27","","23.93397222"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-26","","22.91986111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-25","","22.01197917"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-24","","21.20359028"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-23","","23.14621528"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-22","","24.0325"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-21","","24.72682639"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-20","","24.79242361"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-19","","24.58497917"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-18","","24.15356944"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-17","","24.28153472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-16","","24.21463889"
