"Estacion","Fecha inicial","Fecha final","HAire10"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-14","","61.58180556"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-13","","63.282625"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-12","","73.81354167"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-11","","65.48131944"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-10","","64.69005556"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-09","","60.23777083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-08","","61.16243056"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-07","","66.33179861"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-06","","66.54704861"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-05","","77.46897917"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-04","","76.70864682"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-03","","78.01942361"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-02","","76.68304167"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-01","","71.42005268"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-30","","73.98475212"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-29","","74.45977083"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-28","","77.10114871"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-27","","78.88247605"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-26","","77.24301141"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-25","","74.57889583"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-24","","70.44357639"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-23","","75.02570139"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-22","","74.17345833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-21","","71.12025"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-20","","72.06217361"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-19","","75.01504167"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-18","","73.063375"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-17","","66.39029861"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-16","","75.99402778"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-15","","76.14490972"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-14","","78.48691667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-13","","73.87936111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-12","","65.54546528"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-11","","73.69225"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-10","","74.73479861"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-09","","78.19982639"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-08","","69.10523611"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-06-07","","68.37160417"
