"Estacion","Fecha inicial","Fecha final","P"
"UNIVERSIDAD CES","2024-11-21","","618.16443172"
"UNIVERSIDAD CES","2024-11-20","","618.30934817"
"UNIVERSIDAD CES","2024-11-19","","618.02557411"
"UNIVERSIDAD CES","2024-11-18","","617.16244686"
"UNIVERSIDAD CES","2024-11-17","","617.3995426"
"UNIVERSIDAD CES","2024-11-16","","617.187823"
"UNIVERSIDAD CES","2024-11-15","","617.31423481"
"UNIVERSIDAD CES","2024-11-14","","617.52138036"
"UNIVERSIDAD CES","2024-11-13","","617.54975723"
"UNIVERSIDAD CES","2024-11-12","","617.73926815"
"UNIVERSIDAD CES","2024-11-11","","618.14402559"
"UNIVERSIDAD CES","2024-11-10","","618.21645515"
"UNIVERSIDAD CES","2024-11-09","","617.95465533"
"UNIVERSIDAD CES","2024-11-08","","617.89100921"
"UNIVERSIDAD CES","2024-11-07","","617.25580874"
"UNIVERSIDAD CES","2024-11-06","","617.07338814"
"UNIVERSIDAD CES","2024-11-05","","617.59070498"
"UNIVERSIDAD CES","2024-11-04","","617.96646557"
"UNIVERSIDAD CES","2024-11-03","","616.7660561"
"UNIVERSIDAD CES","2024-11-02","","616.99214908"
"UNIVERSIDAD CES","2024-11-01","","617.28643099"
"UNIVERSIDAD CES","2024-09-30","","618.64481338"
"UNIVERSIDAD CES","2024-09-29","","618.72865092"
"UNIVERSIDAD CES","2024-09-28","","618.36756064"
"UNIVERSIDAD CES","2024-09-27","","618.23100046"
"UNIVERSIDAD CES","2024-09-26","","618.38640389"
"UNIVERSIDAD CES","2024-09-25","","617.75787698"
"UNIVERSIDAD CES","2024-09-24","","617.39098837"
"UNIVERSIDAD CES","2024-09-23","","617.76344607"
"UNIVERSIDAD CES","2024-09-22","","617.50414183"
"UNIVERSIDAD CES","2024-09-21","","616.82074686"
"UNIVERSIDAD CES","2024-09-20","","615.64637514"
"UNIVERSIDAD CES","2024-09-19","","616.00296949"
"UNIVERSIDAD CES","2024-09-18","","616.35496374"
"UNIVERSIDAD CES","2024-09-17","","617.33384386"
"UNIVERSIDAD CES","2024-09-16","","615.68161312"
"UNIVERSIDAD CES","2024-09-15","","616.86875118"
"UNIVERSIDAD CES","2024-09-14","","617.20831248"
"UNIVERSIDAD CES","2024-09-13","","617.72975535"
"UNIVERSIDAD CES","2024-09-12","","616.87838104"
"UNIVERSIDAD CES","2024-09-11","","616.62003001"
"UNIVERSIDAD CES","2024-09-10","","616.7788718"
"UNIVERSIDAD CES","2024-09-09","","616.56682921"
"UNIVERSIDAD CES","2024-09-08","","616.68703113"
"UNIVERSIDAD CES","2024-09-07","","616.2502136"
"UNIVERSIDAD CES","2024-09-06","","616.45201404"
"UNIVERSIDAD CES","2024-09-05","","617.27353714"
"UNIVERSIDAD CES","2024-09-04","","616.98004189"
"UNIVERSIDAD CES","2024-09-03","","617.43003459"
"UNIVERSIDAD CES","2024-09-02","","617.62200968"
"UNIVERSIDAD CES","2024-09-01","","618.47062578"
"UNIVERSIDAD CES","2024-08-31","","616.9237101"
"UNIVERSIDAD CES","2024-08-30","","617.84074144"
"UNIVERSIDAD CES","2024-08-29","","617.99418605"
"UNIVERSIDAD CES","2024-08-28","","618.07591481"
"UNIVERSIDAD CES","2024-08-27","","618.77285467"
"UNIVERSIDAD CES","2024-08-26","","618.99941132"
"UNIVERSIDAD CES","2024-08-25","","619.00413644"
"UNIVERSIDAD CES","2024-08-24","","618.30754563"
"UNIVERSIDAD CES","2024-08-23","","617.81654789"
"UNIVERSIDAD CES","2024-08-22","","617.03347711"
"UNIVERSIDAD CES","2024-08-21","","617.31251078"
"UNIVERSIDAD CES","2024-08-20","","617.73006794"
"UNIVERSIDAD CES","2024-08-19","","617.72786426"
"UNIVERSIDAD CES","2024-08-18","","617.7344911"
"UNIVERSIDAD CES","2024-08-17","","618.10769359"
"UNIVERSIDAD CES","2024-08-16","","617.9489143"
"UNIVERSIDAD CES","2024-08-15","","617.46082875"
"UNIVERSIDAD CES","2024-08-14","","617.92031863"
"UNIVERSIDAD CES","2024-08-13","","618.1206239"
"UNIVERSIDAD CES","2024-08-12","","618.15218909"
"UNIVERSIDAD CES","2024-08-11","","618.98145622"
"UNIVERSIDAD CES","2024-08-10","","618.59770152"
"UNIVERSIDAD CES","2024-08-09","","618.2106933"
"UNIVERSIDAD CES","2024-08-08","","617.4772339"
"UNIVERSIDAD CES","2024-08-07","","617.57231495"
"UNIVERSIDAD CES","2024-08-06","","618.30712887"
"UNIVERSIDAD CES","2024-08-05","","618.56910745"
"UNIVERSIDAD CES","2024-08-04","","617.71860638"
"UNIVERSIDAD CES","2024-08-03","","617.95013337"
"UNIVERSIDAD CES","2024-08-02","","617.38625802"
"UNIVERSIDAD CES","2024-08-01","","617.28147662"
"UNIVERSIDAD CES","2024-07-31","","616.82678482"
"UNIVERSIDAD CES","2024-07-30","","616.48653832"
"UNIVERSIDAD CES","2024-07-29","","617.50256835"
"UNIVERSIDAD CES","2024-07-28","","618.02413623"
"UNIVERSIDAD CES","2024-07-27","","617.68811474"
"UNIVERSIDAD CES","2024-07-26","","617.69802347"
"UNIVERSIDAD CES","2024-07-25","","618.37578145"
"UNIVERSIDAD CES","2024-07-24","","619.22847379"
"UNIVERSIDAD CES","2024-07-23","","617.97436859"
"UNIVERSIDAD CES","2024-07-22","","616.77818414"
"UNIVERSIDAD CES","2024-07-21","","617.31723557"
"UNIVERSIDAD CES","2024-07-20","","618.08297908"
"UNIVERSIDAD CES","2024-07-19","","618.47360959"
"UNIVERSIDAD CES","2024-07-18","","618.23331875"
"UNIVERSIDAD CES","2024-07-17","","617.75703301"
"UNIVERSIDAD CES","2024-07-16","","617.33071288"
"UNIVERSIDAD CES","2024-07-15","","617.52589877"
"UNIVERSIDAD CES","2024-07-14","","617.83449508"
"UNIVERSIDAD CES","2024-07-13","","618.58836135"
"UNIVERSIDAD CES","2024-07-12","","618.76527987"
"UNIVERSIDAD CES","2024-07-11","","617.176466"
"UNIVERSIDAD CES","2024-07-10","","616.43381158"
"UNIVERSIDAD CES","2024-07-09","","616.03332604"
"UNIVERSIDAD CES","2024-07-08","","617.40739871"
"UNIVERSIDAD CES","2024-07-07","","617.617967"
"UNIVERSIDAD CES","2024-07-06","","618.51342523"
"UNIVERSIDAD CES","2024-07-05","","618.69910708"
"UNIVERSIDAD CES","2024-07-04","","617.38306632"
"UNIVERSIDAD CES","2024-07-03","","617.61453385"
"UNIVERSIDAD CES","2024-07-02","","617.79779099"
"UNIVERSIDAD CES","2024-07-01","","617.05309556"
"UNIVERSIDAD CES","2024-06-30","","618.32125474"
"UNIVERSIDAD CES","2024-06-29","","618.83780841"
"UNIVERSIDAD CES","2024-06-28","","619.09227448"
"UNIVERSIDAD CES","2024-06-27","","618.71917136"
"UNIVERSIDAD CES","2024-06-26","","618.79620947"
"UNIVERSIDAD CES","2024-06-25","","618.38032947"
"UNIVERSIDAD CES","2024-06-24","","617.79948633"
"UNIVERSIDAD CES","2024-06-23","","618.28085146"
"UNIVERSIDAD CES","2024-06-22","","617.8206062"
"UNIVERSIDAD CES","2024-06-21","","617.63567976"
"UNIVERSIDAD CES","2024-06-20","","617.3047689"
"UNIVERSIDAD CES","2024-06-19","","617.3434192"
"UNIVERSIDAD CES","2024-06-18","","617.17481454"
"UNIVERSIDAD CES","2024-06-17","","617.32444569"
"UNIVERSIDAD CES","2024-06-16","","618.80900433"
"UNIVERSIDAD CES","2024-06-15","","618.74750621"
"UNIVERSIDAD CES","2024-06-14","","618.23067706"
"UNIVERSIDAD CES","2024-06-13","","618.04015588"
"UNIVERSIDAD CES","2024-06-12","","618.19344419"
"UNIVERSIDAD CES","2024-06-11","","617.85661"
"UNIVERSIDAD CES","2024-06-10","","617.87779537"
"UNIVERSIDAD CES","2024-06-09","","619.09957698"
"UNIVERSIDAD CES","2024-06-08","","618.95206614"
"UNIVERSIDAD CES","2024-06-07","","618.33365113"
"UNIVERSIDAD CES","2024-06-06","","617.95538216"
"UNIVERSIDAD CES","2024-06-05","","618.05478975"
"UNIVERSIDAD CES","2024-06-04","","618.27794449"
"UNIVERSIDAD CES","2024-06-03","","617.89282217"
"UNIVERSIDAD CES","2024-06-02","","617.6483027"
"UNIVERSIDAD CES","2024-06-01","","616.52529799"
"UNIVERSIDAD CES","2024-05-31","","617.86212699"
"UNIVERSIDAD CES","2024-05-30","","618.31479745"
"UNIVERSIDAD CES","2024-05-29","","618.86392952"
"UNIVERSIDAD CES","2024-05-28","","618.44115716"
"UNIVERSIDAD CES","2024-05-27","","618.20435316"
"UNIVERSIDAD CES","2024-05-26","","617.88838876"
"UNIVERSIDAD CES","2024-05-25","","618.41041511"
"UNIVERSIDAD CES","2024-05-24","","617.8673974"
